year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Company,Model_Name
2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner,Toyota,Innova Crysta 2.4 GX AT
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2009,400000,138000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 V Diesel 8-seater
2016,625000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Etios GD
2011,275000,51687,Petrol,Dealer,Manual,First Owner,Toyota,Etios V
2011,249000,41125,Petrol,Dealer,Manual,First Owner,Toyota,Etios V
2018,1500000,50000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT BSIV
2017,1700000,75000,Diesel,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.8 ZX AT BSIV
2017,2800000,20000,Diesel,Individual,Automatic,First Owner,Toyota,Fortuner 2.8 2WD AT BSIV
2017,1330000,91195,Diesel,Dealer,Manual,First Owner,Toyota,Innova Crysta 2.4 ZX MT
2016,919999,75000,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2017,425000,36000,Diesel,Dealer,Manual,First Owner,Toyota,Etios Liva 1.4 VD
2015,851000,53652,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2007,250000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G4 Diesel 8-seater
2018,1700000,5000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 GX MT 8S BSIV
2015,320000,60000,Petrol,Individual,Manual,First Owner,Toyota,Etios Cross 1.2L G
2011,550000,197000,Petrol,Individual,Manual,Second Owner,Toyota,Innova 2.0 GX 8 STR BSIV
2015,940000,128000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater
2012,409999,56000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD
2013,450000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Etios Liva GD
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2015,421000,23839,Petrol,Dealer,Manual,First Owner,Toyota,Etios Cross 1.2L G
2017,1900000,20000,Petrol,Individual,Automatic,First Owner,Toyota,Camry 2.5 Hybrid
2017,1770000,25000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT BSIV
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2010,350000,80000,Petrol,Individual,Automatic,Third Owner,Toyota,Corolla Altis 1.8 VL AT
2014,670000,39895,Diesel,Dealer,Manual,First Owner,Toyota,Etios VD
2012,790000,82000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX 8 STR
2011,520000,120000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.5 VX BS IV
2005,200000,223000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 V Diesel 7-seater
2014,1000000,101000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2017,1900000,100000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT 8S BSIV
2015,1500000,46412,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2014,715000,234000,Diesel,Individual,Manual,First Owner,Toyota,Corolla Altis D-4D J
2012,300000,124000,Diesel,Individual,Manual,First Owner,Toyota,Etios GD
2009,300000,23262,Petrol,Dealer,Manual,First Owner,Toyota,Corolla Executive (HE)
2013,415000,40771,Petrol,Dealer,Manual,First Owner,Toyota,Etios V
2014,430000,42000,Petrol,Dealer,Manual,Second Owner,Toyota,Etios Liva 1.2 G
2007,215000,55800,Petrol,Dealer,Manual,Second Owner,Toyota,Corolla H6
2017,780000,70000,Diesel,Individual,Manual,First Owner,Toyota,Etios 1.4 VXD
2017,3200000,57000,Diesel,Individual,Automatic,First Owner,Toyota,Fortuner 2.8 2WD AT BSIV
2017,1300000,70000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT BSIV
2009,450000,192000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
2015,1200000,70000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
2011,550000,120000,Diesel,Individual,Manual,First Owner,Toyota,Corolla Altis Diesel D4DGL
2012,287000,70000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 E 8 STR
2006,160000,140000,Petrol,Individual,Manual,Second Owner,Toyota,Corolla AE
2018,2800000,40000,Diesel,Individual,Automatic,First Owner,Toyota,Fortuner 2.8 2WD AT BSIV
2015,500000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Etios Cross 1.4L GD
2012,300000,185000,Diesel,Individual,Manual,First Owner,Toyota,Etios GD
2015,350000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Etios Cross 1.4L GD
2010,819999,120000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV
2016,990000,146000,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2014,1050000,90000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV
2011,495000,120000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV
2017,650000,6480,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Etios Liva 1.2 VX
2018,850000,19107,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Yaris G
2017,2595000,79641,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2016,1150000,64156,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,Corolla Altis GL MT
2015,320000,60000,Petrol,Individual,Manual,First Owner,Toyota,Etios Cross 1.2L G
2006,229999,300000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
2014,650000,244000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater
2014,750000,145000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2013,700000,200000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2016,1300000,70000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 G MT BSIV
2008,500000,154000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 V Diesel 8-seater
2011,305000,120000,Petrol,Individual,Manual,Second Owner,Toyota,Etios VX
2013,950000,80000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2012,950000,80000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G1 BSIV
2008,400000,35000,Petrol,Individual,Manual,Second Owner,Toyota,Corolla Altis 1.8 J
2013,800000,186000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2010,320000,120000,Petrol,Individual,Manual,Third Owner,Toyota,Innova 2.0 VX 7 Seater
2016,450000,50000,Diesel,Individual,Manual,Second Owner,Toyota,Etios VD
2013,450000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Etios Liva GD
2011,450000,135200,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner,Toyota,Innova Crysta 2.4 GX AT
2016,509999,35000,Petrol,Individual,Manual,First Owner,Toyota,Etios 1.5 V
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2017,1900000,20118,Petrol,Dealer,Automatic,First Owner,Toyota,Camry Hybrid 2.5
2010,350000,80000,Petrol,Individual,Automatic,Third Owner,Toyota,Corolla Altis 1.8 VL AT
2014,1150000,135000,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 V Diesel 7-seater
2012,350000,140000,Diesel,Individual,Manual,Third Owner,Toyota,Etios VD
2015,480000,70000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva VD
2012,345000,137250,Diesel,Individual,Manual,Second Owner,Toyota,Etios Liva GD
2008,650000,75000,Petrol,Individual,Manual,Second Owner,Toyota,Camry M/t
2003,95000,120000,Petrol,Individual,Automatic,Second Owner,Toyota,Corolla H3
2009,350000,350000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 V Diesel 8-seater
2011,665000,267000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 E Diesel MS 7-seater
2015,940000,128000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater
2012,409999,56000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD
2018,500000,10000,Petrol,Individual,Manual,First Owner,Toyota,Etios Liva 1.2 V
2012,1000000,80000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 GX 7 STR BSIV
2013,1010000,120000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2011,350000,120000,Diesel,Individual,Manual,Third Owner,Toyota,Etios GD
2017,425000,36000,Diesel,Dealer,Manual,First Owner,Toyota,Etios Liva 1.4 VD
2015,851000,53652,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2014,725000,90000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2018,1700000,15000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT 8S BSIV
2014,1200000,200000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2012,725000,70000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX 8 STR BSIV
2012,800000,180000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX 7 STR
2014,1800000,50000,Diesel,Individual,Manual,First Owner,Toyota,Fortuner 4x2 Manual
2016,1350000,120000,Diesel,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.8 GX AT BSIV
2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2012,730000,110000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
2009,550000,182000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 V Diesel 7-seater
2012,420000,95000,Diesel,Individual,Manual,Second Owner,Toyota,Corolla Altis Diesel D4DJ
2017,1770000,25000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT BSIV
2011,220000,110000,Diesel,Individual,Manual,Third Owner,Toyota,Etios GD SP
2014,894999,173000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV
2013,1000000,117780,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 7 Seater
2009,760000,190000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G4 Diesel 7-seater
2008,350000,140000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G4 Diesel 7-seater
2015,421000,23839,Petrol,Dealer,Manual,First Owner,Toyota,Etios Cross 1.2L G
2007,440000,223000,Diesel,Individual,Manual,Fourth & Above Owner,Toyota,Innova 2.5 G4 Diesel 7-seater
2011,500000,40000,Petrol,Individual,Manual,Second Owner,Toyota,Corolla Altis G
2014,509999,157000,Diesel,Individual,Manual,Second Owner,Toyota,Etios VD
2010,630000,200000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 V Diesel 8-seater
2012,220000,80000,Petrol,Individual,Manual,Third Owner,Toyota,Etios VX
2016,509999,35000,Petrol,Individual,Manual,First Owner,Toyota,Etios 1.5 V
2017,425000,36000,Diesel,Dealer,Manual,First Owner,Toyota,Etios Liva 1.4 VD
2015,851000,53652,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2011,300000,135000,Diesel,Individual,Manual,Second Owner,Toyota,Etios VD
2010,450000,120000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 G3
2008,590000,89600,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV
2014,520000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater
2010,450000,150000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV
2005,310000,120000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
2012,500000,100000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX (Diesel) 8 Seater
2010,1000000,180000,Diesel,Individual,Manual,First Owner,Toyota,Fortuner 3.0 Diesel
2014,1050000,97000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 Z Diesel 7 Seater BS IV
2008,400000,35000,Petrol,Individual,Manual,Second Owner,Toyota,Corolla Altis 1.8 J
2014,1800000,99000,Diesel,Individual,Automatic,First Owner,Toyota,Fortuner 4x2 AT
2006,500000,50000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
2019,1900000,20000,Diesel,Individual,Manual,First Owner,Toyota,Innova Crysta 2.4 VX MT 8S BSIV
2019,1500000,20000,Petrol,Individual,Manual,First Owner,Toyota,Corolla Altis 1.8 GL
2012,300000,250000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 EV Diesel PS 7 Seater BSIII
2016,1800000,110000,Diesel,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.8 ZX AT BSIV
2016,650000,159000,Diesel,Individual,Manual,First Owner,Toyota,Etios VD
2015,434999,75000,Diesel,Dealer,Manual,Second Owner,Toyota,Etios GD
2015,825000,75000,Diesel,Dealer,Manual,Second Owner,Toyota,Corolla Altis D-4D J
2016,630000,90000,Diesel,Individual,Manual,Second Owner,Toyota,Etios 1.4 VXD
2006,229999,300000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
2015,610000,55000,Diesel,Individual,Manual,First Owner,Toyota,Etios VXD
2006,400000,400000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV
2012,1680000,129627,Diesel,Dealer,Manual,First Owner,Toyota,Fortuner 3.0 Diesel
2012,269000,70000,Petrol,Individual,Manual,Second Owner,Toyota,Etios Liva VX
2009,1100000,110000,Diesel,Individual,Manual,Second Owner,Toyota,Fortuner 3.0 Diesel
2009,420000,347089,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 GX 8 STR BSIV
2011,725000,110000,Diesel,Individual,Manual,Third Owner,Toyota,Innova 2.5 V Diesel 7-seater
2013,700000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2010,1250000,205000,Diesel,Individual,Manual,Second Owner,Toyota,Fortuner 3.0 Diesel
2013,775000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2010,250000,120000,Diesel,Individual,Manual,First Owner,Toyota,Corolla Altis Diesel D4DG
2012,950000,80000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G1 BSIV
2012,449000,90000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX 8 STR BSIV
2019,3100000,5000,Diesel,Individual,Automatic,First Owner,Toyota,Fortuner 2.8 4WD AT BSIV
2012,800000,108731,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX 8 STR
2010,400000,120000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII
2014,500000,140000,Diesel,Individual,Manual,Second Owner,Toyota,Etios GD
2014,1030000,250000,Diesel,Individual,Manual,Second Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2012,800000,108731,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX 8 STR
2010,400000,120000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 EV Diesel MS 7 Str BSIII
2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Toyota,Corolla H2
2012,800000,160000,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 V Diesel 8-seater
2012,280000,120000,Diesel,Individual,Manual,First Owner,Toyota,Etios Liva GD SP
2012,449000,90000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 GX 8 STR BSIV
2006,310000,62000,Electric,Dealer,Automatic,Second Owner,Toyota,Camry Hybrid
2013,675000,73000,Diesel,Dealer,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 7 Seater
2013,350000,75000,Diesel,Dealer,Manual,First Owner,Toyota,Etios GD SP
2017,2750000,41000,Diesel,Individual,Automatic,First Owner,Toyota,Fortuner 2.8 4WD AT BSIV
2013,925000,75000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2001,150000,256000,Diesel,Dealer,Manual,First Owner,Toyota,Qualis FS B3
2014,1050000,70000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2016,2500000,70000,Petrol,Individual,Automatic,Second Owner,Toyota,Fortuner 2.7 2WD AT
2011,800000,230000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
2017,1900000,20118,Petrol,Dealer,Automatic,First Owner,Toyota,Camry Hybrid 2.5
2012,600000,170000,Diesel,Individual,Manual,First Owner,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV
